id,food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density
1997,brown gravy dry,22,0.6,0.2,0.3,0.061,3.6,0,0.6,0.1,0.2,0.3,0.3,0.033,0.013,0.029,0.011,0.039,0.2,0.059,0.061,0.048,0,0,0,7.9,0.032,0.1,2,0.048,12.2,15.7,0.038,0.013,13.021
1998,blue cheese dressing light,14,0.4,0.1,0.2,0.1,2.1,0.6,0.3,0,1.6,0.2,12.4,0.081,0.071,0.055,0.05,0.012,0.088,0,0.041,0,0,0.1,0.052,10.9,0.033,0.042,0.6,0,7.5,8.2,0.003,0.073,13.835
1999,spanish tomato sauce,81,0.7,0.007,0.016,0.3,17.7,0,3.5,3.4,0,1.2,217.4,0,0.2,0.053,0,0.2,3.2,0.7,0.4,21,0,0,0,41.5,0.4,8.5,46.4,0.5,117.1,900.4,0.087,0.8,96.3
2000,oyster sauce,9,0.066,0.016,0.02,0.044,2,0,0.2,0.024,0,0.5,14.4,0,0.089,0.005,0.05,0.049,0.3,0.009,0.023,0.036,0,0,0,5.8,0.037,0.069,0.7,0.083,4,9.7,0.072,0.022,8.095
2001,cheese sauce,30,2.2,1.2,0.7,0.2,0.8,0.033,1.5,0.071,5.7,0.002,10,0.003,0.035,0.08,0.0,0.015,0.073,0.083,0.082,0.067,0.023,0.096,0.095,46.7,0.1,0.047,2.9,0.084,34.4,21.3,0.078,0.2,51.263
2002,hoisin sauce,35,0.5,0.036,0.2,0.3,7.1,4.4,0.5,0.4,0.5,0.3,7.1,0,0.014,0.069,0,0.068,0.2,0.061,0.088,0.097,0,0.046,0.031,5.1,0.061,0.2,3.8,0.025,6.1,19,0.058,0.022,13.882
2003,pickle relish,20,0.061,0.093,0.083,0.036,5.3,4.4,0.097,0.2,0,0.1,9.3,0,0,0.042,0,0.011,0.05,0.09,0.053,0.2,0,0.026,0.018,0.5,0.038,0.1,0.8,0.04,2.1,3.8,0,0.005,6.381
2004,tomato sauce with herbs cheese,144,4.7,1.5,0.9,2,25,0,5.2,5.4,7.3,1.3,203.6,0,0.2,0.035,0,0.3,2.9,0.7,0.008,24.4,0,0,0,90.3,0.4,2.1,46.4,0.5,131.8,868.6,0.029,0.9,157.1
2005,french dressing,73,7.2,0.9,1.3,3.4,2.5,2.6,0.1,0,0,0.1,5.8,0,0.02,0,0.015,0.02,0.091,0,0,0.6,0,0.8,0.065,3.8,0,0.1,0.8,0.097,3,10.7,0,0.084,14.3
2006,mayonnaise hellmanns,15,1.7,0.9,0.093,0.2,0.087,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.737
2007,canadian maple syrup,76,0,0,0,0,19.1,17,0,0,0,0.086,9.1,0,0.013,0,0,0.4,0.062,0,0,0,0,0,0,30.8,0,0.088,5.9,0.7,0,63.7,0,0.2,49.95
2008,maple syrup,52,0.047,0.036,0.014,0.085,13.4,13.6,0.09,0,0,0.059,6.5,0,0.063,0,0,0.3,0.088,0.054,0.036,0,0,0,0,20.4,0.093,0.014,4.2,0.6,0.4,42.4,0.008,0.3,33.895
2009,barbecue sauce bulls eye,27,0.1,0.028,0.019,0.033,6.4,5.6,0.1,0.2,0,0.2,8.8,0,0.003,0,0,0.085,0.1,0.053,0.05,0.094,0,0.1,0,6.9,0.075,0.1,2.6,0.071,3.5,42.1,0,0.041,13.891
2010,ranch dressing,65,6.7,1,1.4,3.9,0.9,0.7,0.2,0,3.9,0.1,6.9,0.067,0.098,0.061,0.05,0.042,0.011,0.083,0.1,0.093,0,0.015,0.3,0.024,4.2,0.085,0.05,0.8,0.092,27.9,9.6,0.017,8.046
2011,tomato ketchup mp,15,0,4,4,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2012,mayonnaise light,36,3.3,0.5,0.8,1.9,1.4,0.5,0.032,0,2.4,0.1,9.9,0.003,0.006,0.082,0.094,0,0,0.073,0.09,0.09,0,0,0.3,0.05,0.9,0.039,0.058,0.3,0.056,2.3,4.7,0.061,4.966
2013,mayonnaise dressing,103,11.7,1.6,2.7,6.8,0.066,0.093,0,0,0,0.081,3.3,0,0.008,0,0,0.005,0.011,0,0.095,0,0,1.8,0.015,1.1,0,0.0,0.2,0,3.8,2.1,0.082,0.1,12.917
2014,malt syrup,67,0,0,0,0,15,15,1.3,0,0,0.05,4.4,0,0.099,0.091,0,0.095,1.7,0.095,0.1,0,0,0,0,12.8,0.093,0.2,15.1,0.033,49.6,67.2,0.098,0.048,29.3
2015,gravy dry,86,2,0.7,0.8,0.4,14.5,0,3.3,0,1,1.4,1,0,0.04,0.077,0.072,0.1,0.9,0.072,0.011,1.8,0,0,0,37.5,0.038,0.3,11.3,0.1,50.8,65.5,0.091,0.4,59.4
2016,cranberry orange relish,490,0.3,0.06,0,0,127.1,0,0.8,0,0,0.063,146.3,0,0.053,0,0,0.066,0.3,0,0,49.5,0,0,0,30.3,0.1,0.6,11,0,22,104.5,0,0,208.6
2017,caesar dressing,80,8.5,1.3,2,4.8,0.5,0.4,0.3,0.036,5.7,0.2,5,0.092,0.083,0.098,0,0.058,0.045,0.044,0.047,0.057,0.097,0.7,0.039,7.1,0.042,0.2,0.3,0.043,2.8,4.3,0.073,0.018,16.717
2018,italian dressing,35,3.1,0.4,0.8,1.6,1.8,1.6,0.032,0,0,0.1,9.3,0.083,0,0.042,0,0,0,0.097,0,0.011,0.025,0,0.3,0.059,1.9,0.063,0.081,0.7,0.099,2.2,12.3,0.055,5.108
2019,brown gravy instant,25,0.8,0.4,0.4,0.049,4,0.6,0.6,0.2,0.8,0.3,0.4,0,0.018,0.033,0.081,0.03,0.2,0.033,0.042,0.1,0,0.05,0.026,7.8,0.089,0.5,2.1,0.084,14.2,24.6,0.06,0.087,14.0
2020,roquefort cheese dressing,15,1.1,0.4,0.3,0.4,0.4,0.4,0.8,0,0.2,0.1,11.9,0,0.087,0.025,0.018,0.049,0.059,0,0.064,0.069,0,0.092,0.067,13.4,0.094,0.069,1.1,0,12.5,0.8,0.03,0.09,15.875
2021,blue cheese dressing,71,7.7,1.2,2,4.1,0.7,0.5,0.2,0.045,4.7,0.2,6,0.048,0.056,0.072,0.049,0.094,0.05,0.031,0.026,0.1,0.071,0.6,0.036,5.6,0.011,0.058,1.2,0.068,11.1,13.2,0.038,0.055,14.429
2022,duck sauce,80,0.063,0.033,0.065,0.04,19.7,9.9,0.1,0.2,0,0.1,12.2,0,0.021,0.085,0,0.09,0.044,0,0.098,0.3,0,0.047,0.012,3.6,0.033,0.1,1.6,0.1,2.9,28.3,0.029,0.1,24.017
2023,au jus,38,0.5,0.2,0.2,0.048,5.9,0,2.8,0,0,1.1,223,0,0.04,0.045,0.032,0.1,2.1,0.076,0.023,2.4,0,0,0,9.4,0.2,1.4,4.7,0.5,70.8,191.2,0.02,2.4,22.4
2024,corn syrup dark,57,0,0,0,0,15.5,15.5,0,0,0,0.047,4.4,0,0.025,0,0,0.045,0.071,0.013,0.062,0,0,0,0,3.6,0.089,0.044,1.6,0.079,2.2,8.8,0.078,0.069,19.122
2025,buttermilk dressing light,30,1.9,0.2,0.4,0.6,3.2,0.6,0.2,0.2,2.4,0.2,9.3,0.023,0.059,0.052,0,0.012,0.051,0.1,0.085,0.061,0,0.2,0.026,6,0.041,0.1,0.9,0.01,29,19.8,0.098,0.002,11.699
2026,cider vinegar,3,0,0,0,0,0.1,0.018,0,0,0,0.011,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0.094,0.052,0.7,0.006,1.2,10.9,0.018,0.059,1.117
2027,tartar sauce,32,2.5,0.5,0.5,1.4,2,0.6,0.2,0.078,1.1,0.1,10.1,0.056,0.023,0.008,0,0.074,0.094,0.076,0.034,0.3,0,0.3,0.089,3.9,0.001,0.047,0.9,0.03,2.6,10.2,0.05,0.098,9.096
2028,pepper hot sauce,1,0.018,0.057,0.031,0.06,0.031,0.065,0.024,0.071,0,0.1,4.2,0,0.006,0.045,0,0.078,0.078,0.097,0.061,3.5,0,0.061,0.039,0.4,0.085,0.035,0.2,0.016,0.5,6.8,0,0.055,4.171
2029,tomato chili sauce,6,0.095,0.076,0.097,0.064,1.2,0.6,0.2,0.4,0,0.083,4.1,0,0.021,0.033,0,0.028,0.043,0,0.086,1,0,0.1,0.025,1.2,0.017,0.087,0.7,0,3.1,22.2,0.052,0.082,4.085
2030,turkey gravy dry,26,0.5,0.1,0.2,0.2,4.6,0,0.7,0,1,0.3,0.3,0.013,0.026,0.087,0.045,0.011,0.2,0.029,0.03,0.015,0,0,0,10.2,0.053,0.2,3.1,0.003,17.8,30,0.073,0.01,16.335
2031,salsa sauce,5,0.039,0.07,0.048,0.089,1.2,0.7,0.3,0.3,0,0.1,16.1,0,0.037,0.055,0,0.092,0.2,0.07,0.021,0.3,0,0.2,0.067,5.4,0.009,0.007,2.7,0.042,5.9,49.5,0.005,0.08,7.524
2032,steak sauce,16,0.004,0,0,0,3.7,1.7,0.2,0.3,0,0.3,12.1,0,0.01,0.044,0,0.081,0.2,0,0.036,1.2,0,0.2,0.015,3.2,0.087,0.2,2.9,0.084,5.6,53,0.085,0.02,8.815
2033,molasses,58,0.068,0.052,0.021,0.068,14.9,14.9,0,0,0,0.007,4.4,0,0.017,0,0,0.044,0.2,0.2,0.1,0,0,0,0,41,0.093,0.9,48.4,0.3,6.2,292.8,0.056,0.08,56.848
2034,italian dressing fat free,7,0.1,0.099,0.018,0.022,1.2,1.2,0.1,0.077,0.3,0.2,12,0,0.081,0.031,0.07,0.017,0.073,0,0,0.026,0,0.1,0.042,4.2,0.046,0.036,0.7,0.069,15.3,14.3,0.096,0.059,5.71
2035,plum sauce,35,0.2,0.094,0.007,0.1,8.1,0,0.2,0.1,0,0.1,10.2,0,0.075,0.032,0,0.066,0.2,0.092,0.094,0.021,0,0,0,2.3,0.044,0.3,2.3,0.046,4.2,49.2,0.1,0.029,11.246
2036,chow mein stir fry master foods,26,0.2,5.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2037,beef gravy instant,25,0.6,0.3,0.2,0.08,4.1,1.6,0.7,0.3,0.7,0.3,0.3,0.1,0.085,0.065,0.009,0.027,0.026,0.012,0.1,0.01,0,0.002,0.021,9.4,0.067,0.4,2.7,0.091,16,30.2,0.049,0.082,15.598
2038,horseradish,2,0.085,0.007,0.005,0.029,0.6,0.4,0.003,0.2,0,0.039,4.3,0,0,0.056,0.052,0,0.02,0.037,0.048,0.081,1.2,0,0.012,0.027,2.8,0.052,0.04,1.4,0.062,1.6,12.3,0.016,1.133
2039,grenadine,54,0,0,0,0,13.4,9.3,0,0,0,0.038,6.5,0,0,0,0,0.064,0,0,0,0,0,0,0,1.2,0.044,0.011,0.8,0,0.8,5.6,0.051,0.066,14.63
2040,tabasco sauce,1,0.002,0.051,0.086,0.089,0.006,0.067,0.045,0.013,0,0.075,4.5,0,0.056,0.059,0,0.066,0.091,0.081,0.0,0.2,0,0.014,0.031,0.6,0.017,0.019,0.6,0.038,1.1,6,0.063,0.089,1.054
2041,sweet sour sauce,26,0.084,0,0,0,6.7,3.3,0.02,0.065,0,0.024,10.5,0,0.048,0.079,0,0.08,0.026,0.021,0.09,1.5,0,0.1,0.002,1.8,0.011,0.021,1.4,0.1,1.2,17.3,0.006,0.072,10.183
2042,salsa verde,6,0.1,0,0,0,1,0.5,0.2,0.3,0,0.034,13.4,0,0.027,0.084,0,0.005,0.2,0.021,0.093,1.8,0,0.097,0.003,1.4,0.075,0.079,2.9,0.076,6.2,38.9,0.086,0.067,4.826
2043,miso,40,1.2,0.2,0.2,0.6,5.1,1.2,2.6,1.1,0,0.7,8.6,0,0,0.082,0.063,0.045,0.06,0.2,0.015,0.04,0,0,0.065,0.094,11.4,0.046,0.5,9.6,0.2,31.8,42,0.092,10.193
2044,sprouted soybean cooked,76,4.2,0.6,0.9,2.4,6.1,0.4,8,0.8,0,0.2,74.7,0,0.2,0.023,0,0.052,1,0.7,0.079,7.8,0,0.2,0.024,55.5,0.3,1.2,56.4,0.7,126.9,333.7,0.042,1,83.6
2045,soy flour roasted,375,18.6,2.7,4.1,10.5,28.6,6.5,29.6,8.2,0,0.083,3.2,0,0.4,0.2,0,0.8,2.8,1,0.3,0,0,1.7,0.087,159.8,1.9,4.9,313.7,1.8,404.6,1734.9,0.029,3,249.7
2046,soy flour low fat,330,7.8,1.1,1.3,3.7,30.7,9.3,40,14.1,0,0.085,4.1,0,1,0.3,0,0.2,2.6,1.4,0.9,0,0,0.5,0.023,250.8,1.4,7.2,250.8,2.8,594,1839.2,0.055,3.6,350.6
2047,green soybean cooked,127,5.8,0.7,1.1,2.7,9.9,0,11.1,3.8,0,0.2,61.7,0,0,0.2,0.01,0,0.1,1.1,0.1,0.007,15.3,0,0,0,130.5,0.1,2.3,54,0.5,142.2,485.1,0.0,30.78
2048,azumaya tofu vitasoy,316,16.6,2,4.7,9.9,9.1,1.6,32.8,2.4,0,0.03,331.8,0,0,0,0,0,0,0,0,0,0,0,0,711,0,5.1,0,0,0,0,0,0,777.0
2049,soy proteins isolate,96,1,0.1,0.2,0.5,2.1,0,22.8,1.6,0,0.3,1.4,0,0.037,0.01,0,0.085,0.4,0.079,0.006,0,0,0,0,50.4,0.5,4.1,11,0.4,219.6,22.9,0.011,1.1,82.0
2050,tofu yogurt,246,4.7,0.7,1,2.7,41.8,3.2,9.2,0.5,0,0.03,203.1,0,0,0.2,0.004,0,0.027,0.6,0,0.048,6.6,0,0.8,0.013,309.2,0.2,2.8,104.8,0,99.6,123.1,0.068,56.57
2051,bacon meatless,446,42.5,6.7,10.2,22.2,9.1,0,15.4,3.7,0,2.1,70.5,0,6.3,0.047,0,0.7,10.9,0.2,0.7,0,0,9.9,0,33.1,0.2,3.5,27.4,0.3,100.8,244.8,0.004,0.6,107.3
2052,meatless chicken fried,304,16.6,1.5,4.2,6,11.1,0,27.7,5.6,0,0.5,73.4,0,1.7,0.017,0.038,0.5,16.6,0,1.1,0,0,2.5,0,54.6,0.7,5,15.6,0,318.5,390,0.037,0.8,120.6
2053,soymilk,109,4.8,0.5,1,2.9,8.4,6.1,7.1,1,0,0.1,221.1,0,0,0.2,0.007,0.061,0.5,8,0,0.6,17.5,0.069,6.1,0,340.2,0.3,1.2,0,0,0,342.6,0.099,22.2
2054,soy vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4,0.1,5.5,0,0.032,16.7,0,0,0,0,0,0,0,0,0,0,0.7,0.019,77,2.7,2.5,2.8,0,28,4.2,0.017,5.9,200.4
2055,tofu fried,35,2.6,0.4,0.6,1.5,1.2,0.4,2.4,0.5,0,0.021,6.6,0,0,0.01,0.036,0,0.054,0.073,0.041,0.094,0,0,0.011,0.099,48.4,0.051,0.6,7.8,0.2,37.3,19,0.038,6.832
2056,tempeh,320,17.9,3.7,5,6.4,15.6,0,30.8,0,0,0.068,99,0,0.1,0.086,0.096,0.6,4.4,0.5,0.4,0,0,0,0,184.3,0.9,4.5,134.5,2.2,441.6,683.9,0,1.9,253.1
2057,koyadofu,81,5.2,0.7,1.1,2.9,1.7,0,8.9,1.2,0,0.081,1,0,0,0.021,0.078,0,0.041,0.2,0.011,0.029,0.1,0,0,0,61.9,0.2,1.7,10,0.6,82.1,3.4,0.04,17.237
2058,meatless meatloaf,110,5,0.8,1.2,2.6,4.5,0.7,11.8,2.6,0,0.3,32.5,0,0.5,0.066,0.062,0.3,5.6,0,0.7,0,0,1,0,16.2,0.4,1.2,10.1,0,192.6,100.8,0.02,1,41.3
2059,soya vanille joghurt alpro,21,0.6,0.1,2.7,2.6,1,0.09,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2060,soybean curd cheese,340,18.2,2.6,4,10.3,15.5,3.6,28.1,0,0,0.094,159.5,0,0,0.006,0,0.3,1.1,0.3,0.2,0,0,1.4,0.011,423,0.9,12.6,513,2,499.5,447.8,0.068,3.9,497.4
2061,soy sauce,8,0.054,0.025,0.059,0.099,0.8,0.097,1.3,0.1,0,0.9,11.4,0,0,0.012,0.04,0,0.073,0.4,0.046,0.01,0,0,0,0,5.3,0.031,0.2,11.8,0.2,26.6,69.6,0.087,2.293
2062,soybean dry roasted,419,20.1,2.9,4.4,11.4,30.4,0,36.8,7.5,0,0.077,0.7,0,0.4,0.2,0,0.7,1,0.4,0.2,4.3,0,0,0.076,130.2,1,3.7,212,2,603.6,1268.5,0.028,4.4,233.0
2063,soybean oil,120,13.6,2.1,3.1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.064,0,0,0.048,0,0,0,0,0,0.095,13.67
2064,meatless chicken,376,21.4,3.1,4.6,12.2,6.1,0,39.7,6,0,1.2,98.9,0,0.1,0.1,0.068,0.4,2.4,1,1.2,0,0,4.5,0,58.8,1.2,5.5,28.6,2,562.8,90.7,0.012,1.2,137.5
2065,soybean cooked,296,15.4,2.2,3.4,8.7,17.1,5.2,28.6,10.3,0,0.075,107.6,0,0,0.3,0.022,0,0.5,0.7,0.3,0.4,2.9,0,0.6,0.099,175.4,0.7,8.8,147.9,1.4,421.4,885.8,0.064,72.517
2066,soymilk nonfat,68,0.046,0,0,0.046,10.1,8.9,6,0.5,0,0.1,225.2,0.1,0.064,0.092,0.063,0.4,0.8,0,0.084,0,0.071,0.2,0.063,281.9,0.3,0.9,24.3,0,211.4,255.2,0.046,0.2,299.508
2067,soy flour,23,1.1,0.2,0.2,0.6,1.8,0.4,1.8,0.5,0,0.023,0.3,0,0,0.062,0.058,0,0.002,0.2,0.069,0.009,0,0,0.1,0.061,10.7,0.2,0.3,22.3,0.1,25.7,130.8,0.086,5.488
2068,soybean lecithin oil,104,13.6,2,1.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.015,0,0,0,0,0,0,0,0,0,13.6
2069,tofu raw,188,11.9,1.7,2.6,6.7,4.7,0,20,0.7,0,0.06,209.7,0,0.2,0.096,0,0.1,0.5,0.2,0.1,0.2,0,0,0,868,0.5,13.3,74.4,1.5,240.6,300.1,0.005,2,918.8
2070,soy chips,109,2.1,0.3,0.5,1.1,15,0.5,7.5,1,0,0.2,2.4,0,0.02,0.098,0,0.076,0.8,0.4,0.1,0,0,0.3,0.048,48.4,0.7,1.5,48.1,0.6,2,2,0.099,0.4,75.5
2071,green soybean raw,376,17.4,2,3.3,8.2,28.3,0,33.2,10.8,0,0.017,172.8,0,1.1,0.4,0,0.4,4.2,0.4,0.2,74.2,0,0,0,504.3,0.3,9.1,166.4,1.4,496.6,1587.2,0.081,2.5,677.3
2072,soy proteins concentrate,93,0.1,0.04,0.092,0.099,7.2,0,18,1.6,0,0.3,1.6,0,0.076,0.087,0,0.078,0.2,0.007,0.015,0,0,0,0,102.7,0.3,3.1,39.6,1.2,237.4,127.4,0.019,1.2,132.7
2073,soybean margarine,34,3.8,0.8,1.8,1,0.043,0,0.052,0,0,0.005,0.7,0.067,0.06,0.013,0.049,0.051,0.033,0.012,0.054,0.077,0,0.1,0,1.4,0,0,0.1,0,1.1,2,0,0,5.309
2074,chocolate soymilk nonfat,107,0.046,0,0,0.012,20.7,8.9,6,0.5,0,0.1,214.8,0.1,0.001,0.03,0.005,0.4,1.2,0,0.037,0,0.062,0.3,0.021,281.9,0.5,0.9,24.3,0,211.4,255.2,0.027,0.2,310.107
2075,okara,93,2.1,0.2,0.4,0.9,15.3,0,3.9,0,0,0.07,99.6,0,0,0.035,0.017,0,0.063,0.1,0.1,0.1,0,0,0,0,97.6,0.2,1.6,31.7,0.5,73.2,259.9,0.048,21.6
2076,meatless meatballs,284,13,2.1,3.2,6.7,11.5,1.8,30.2,6.6,0,0.8,83.5,0,1.4,0.1,0.073,0.3,3.6,0.7,0.3,0,0,2.5,0,36,1,3.1,25.9,0,495.4,259.2,0.016,2.6,100.4
2077,vanilla soymilk,131,4.3,0.5,1,2.3,15.3,9.7,7.9,1.5,0,0.1,214,0,0.1,0.032,0,0.2,1.2,0.9,0.2,0,0,0.3,0.042,60.8,0.3,1.6,60.8,0.5,126.4,286.7,0.08,0.3,91.4
2078,soy meal raw,414,2.9,0.3,0.5,1.3,49,0,54.8,0,0,0.017,8.5,0,0.8,0.4,0,0.3,3.2,2.4,0.7,0,0,0,0,297.7,2.4,16.7,373.3,4.6,855.2,3037.8,0.018,6.2,421.1
2079,soymilk low fat,104,1.5,0,0.5,1,17.5,8.5,4,1.9,0,0.04,218.4,0,0,0,0,0,0,0,0,0,0.032,0,0,199.3,0,1.1,0,0,150.7,155.5,0,0,225.3
2080,sprouted soybean raw,85,4.7,0.7,1.1,2.6,6.7,0,9.2,0.8,0,0.005,48.3,0,0,0.2,0.1,0,0.045,0.8,0.7,0.1,10.7,0,0,0,46.9,0.3,1.5,50.4,0.5,114.8,338.8,0.045,21.8
2081,soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6,67.9,17.3,0,0.023,15.9,0,1.6,0.7,0,1.6,3,1.5,0.7,11.2,0,1.6,0.099,515.2,3.1,29.2,520.8,4.7,1309.4,3342.4,0.071,9.1,734.0
2082,tempeh cooked,55,3.2,1,1.1,0.7,2.6,0,5.1,0,0,0.084,16.9,0,0.021,0.022,0.07,0.1,0.6,0.1,0.079,0,0,0,0,27.2,0.2,0.6,21.8,0.4,71.6,113.5,0,0.4,38.7
2083,vanilla soymilk light,83,2.1,0.2,0.6,1.4,9.4,1,6.4,1.5,0,0.2,223.6,0,0,0.062,0.09,0.4,0,0,0,0,0.025,0,0,298.9,0,1.1,31.6,0,250.3,284.3,0,0.2,319.4
2084,chocolate soymilk,153,3.7,0.6,0.9,2,24.2,19.1,5.5,1,0,0.1,208,0,0.2,0.098,0.079,0.056,0.6,1.2,0.2,0.2,4.1,0.026,0.3,0.074,306.2,0.5,1.2,36.5,0,123.9,347.5,0.023,35.156
2085,soy oil,120,13.6,3.4,8.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.076,0,0,0,0,0,0,0,0,0,13.6
2086,natto,169,8.8,1.3,1.9,5,11.5,3.9,14.2,4.3,0,0.026,44,0,0,0.1,0.089,0,0.2,0,0.2,0.1,10.4,0,0.009,0.085,173.6,0.5,6.9,92,1.2,139.2,583.2,0.033,39.429
2087,chrysanthemum raw,12,0.3,0,0,0,1.5,0,1.7,1.5,0,0.012,46.6,0,0,0.07,0.084,0,0.097,0.3,0.1,0.061,0.7,0,0,0.2,59.7,0.044,1.2,16.3,0.5,27.5,289.2,0,5.285
2088,gourd cooked,100,0.6,0.035,0.1,0.3,25.5,9.2,1.2,5.2,0,0.065,150,0,0,0.092,0.036,0,0.036,0.5,0.9,0.2,10.1,0,0.4,0.03,16,0.2,0.6,35.6,0.4,55.2,806.3,0.021,32.903
2089,cauliflower raw,3,0.081,0.094,0.061,0.07,0.6,0.2,0.2,0.3,0,0.042,12,0,0,0.085,0.012,0,0.082,0.014,0.087,0.019,6.3,0,0.055,0.033,2.9,0.01,0.077,2,0.003,5.7,38.9,0.05,1.337
2090,red cabbage raw,53,0.3,0.002,0.028,0.1,12.5,6.5,2.4,3.6,0,0.079,153.7,0,0.1,0.088,0,0.1,0.7,0.2,0.4,96.9,0,0.2,0.082,76.5,0.004,1.4,27.2,0.4,51,413.1,0.039,0.4,193.6
2091,broccoli raab raw,9,0.2,0.047,0.027,0.097,1.1,0.2,1.3,1.1,0,0.04,37,0,0,0.06,0.039,0,0.056,0.5,0.1,0.064,8.1,0,0.6,0.074,43.2,0.022,0.9,8.8,0.2,29.2,78.4,0.072,3.861
2092,napa cabbage cooked,13,0.2,0,0,0,2.4,0,1.2,0,0,0.012,105,0,0.051,0.094,0,0.096,0.5,0.07,0.052,3.5,0,0,0,31.6,0.1,0.8,8.7,0.2,20.7,94.8,0.025,0.2,39.7
2093,kelp,2,0.067,0.037,0.064,0.044,0.5,0.069,0.07,0.018,0,0.019,4.1,0,0.031,0.006,0,0.005,0.027,0.061,0.07,0.2,0,0.04,0.015,8.4,0.021,0.1,6.1,0.017,2.1,4.5,0.07,0.038,9.303
2094,shallots raw,18,0.061,0.041,0.015,0.074,4.2,2,0.6,0.8,0,0.044,20,0,0,0.04,0.083,0,0.07,0.089,0.003,0.016,2,0,0.025,0.007,9.3,0.004,0.3,5.3,0.046,15,83.5,0.091,5.833
2095,bamboo shoots raw,49,0.5,0.1,0.054,0.2,9.4,5.4,4.7,4,0,0.067,163.8,0,0,0.3,0.087,0,0.1,1.1,0.3,0.4,7.2,0,1.8,0,23.4,0.3,0.9,5.4,0.5,106.2,959.4,0.001,19.3
2096,jute cooked,32,0.2,0.004,0.022,0.022,6.3,0.9,3.2,1.7,0,0.043,75.8,0,0.021,0.076,0,0.2,0.8,0.02,0.5,28.7,0,0.083,0.059,183.6,0.2,2.7,53.9,0.1,62.6,478.5,0.052,0.7,226.4
2097,red lettuce,4,0.08,0.036,0.056,0.024,0.6,0.1,0.4,0.3,0,0.057,26.8,0,0,0.041,0.007,0,0.061,0.097,0.1,0.026,1,0,0.067,0.021,9.2,0.093,0.3,3.4,0.095,7.8,52.4,0.044,1.595
2098,broccoli cooked,98,1.1,0.2,0.1,0.5,20.1,3.9,6.7,9.2,0,0.1,249.9,0,0,0.2,0.3,0,0.3,1.5,1.7,0.6,181.7,0,4.1,0.4,112,0.2,1.9,58.8,0.5,187.6,820.4,0.008,38.3
2099,romanesco raw,20,0.2,0.038,0.085,0.006,3.9,1.9,1.9,2,0,0.025,57.5,0,0.025,0.091,0,0.094,0.5,0.4,0.1,56.4,0,0.095,0.085,21.1,0.051,0.5,12.8,0.2,39.7,192,0.087,0.4,86.0
2100,eggplant raw,115,0.8,0.2,0.047,0.3,26.9,16.2,4.5,13.7,0,0.028,422.7,0,0.2,0.1,0,0.2,3,1.3,0.4,10.1,0,1.4,0.052,41.2,0.4,1.1,64.1,1.1,109.9,1048.8,0.074,0.7,98.3
2101,leeks raw,54,0.3,0.049,0.076,0.1,12.6,3.5,1.3,1.6,0,0.003,73.9,0,0,0.056,0.087,0,0.038,0.4,0.1,0.2,10.7,0,0.8,0.011,52.5,0.1,1.9,24.9,0.4,31.2,160.2,0.03,16.132
2102,lemongrass citronella,5,0.076,0.067,0.091,0.082,1.2,0,0.038,0,0,0.024,3.4,0,0.05,0.011,0,0.097,0.018,0.082,0.034,0.1,0,0,0,3.1,0.082,0.4,2.9,0.3,4.8,34.7,0.031,0.1,4.937
2103,pumpkin cooked,49,0.2,0.019,0.1,0.085,12,5.1,1.8,2.7,0,0.006,229.5,0,0,0.004,0.057,0,0.2,1,0.5,0.1,11.5,0,2,0.098,36.8,0.2,1.4,22.1,0.2,73.5,563.5,0.054,17.005
